Graph,Nodes,Optimal_Size,Heuristic,Average_Size,Best_Size,Worst_Size
anti_mdg,335,54,DFS,107.0,107,107
anti_mdg,341,55,Maximum Degree Greedy,55.0,55,55
anti_mdg,341,55,Greedy Independent Cover,55.0,55,55
anti_mdg,341,55,Sorted ListLeft,82.0,82,82
anti_mdg,341,55,Sorted ListRight,325.0,325,325
anti_mdg,341,55,DFS,109.0,109,109
anti_mdg,351,56,Maximum Degree Greedy,56.0,56,56
anti_mdg,351,56,Greedy Independent Cover,56.0,56,56
anti_mdg,351,56,Sorted ListLeft,83.0,83,83
anti_mdg,351,56,Sorted ListRight,335.0,335,335
anti_mdg,351,56,DFS,111.0,111,111
anti_mdg,357,57,Maximum Degree Greedy,57.0,57,57
anti_mdg,357,57,Greedy Independent Cover,57.0,57,57
anti_mdg,357,57,Sorted ListLeft,85.0,85,85
anti_mdg,357,57,Sorted ListRight,340.0,340,340
anti_mdg,357,57,DFS,113.0,113,113
anti_mdg,363,58,Maximum Degree Greedy,58.0,58,58
anti_mdg,363,58,Greedy Independent Cover,58.0,58,58
anti_mdg,363,58,Sorted ListLeft,86.0,86,86
anti_mdg,363,58,Sorted ListRight,346.0,346,346
anti_mdg,363,58,DFS,115.0,115,115
anti_mdg,367,59,Maximum Degree Greedy,59.0,59,59
anti_mdg,367,59,Greedy Independent Cover,59.0,59,59
anti_mdg,367,59,Sorted ListLeft,88.0,88,88
anti_mdg,367,59,Sorted ListRight,350.0,350,350
anti_mdg,367,59,DFS,117.0,117,117
anti_mdg,381,60,Maximum Degree Greedy,60.0,60,60
anti_mdg,381,60,Greedy Independent Cover,60.0,60,60
anti_mdg,381,60,Sorted ListLeft,89.0,89,89
anti_mdg,381,60,Sorted ListRight,363.0,363,363
anti_mdg,381,60,DFS,119.0,119,119
anti_mdg,385,61,Maximum Degree Greedy,61.0,61,61
anti_mdg,385,61,Greedy Independent Cover,61.0,61,61
anti_mdg,385,61,Sorted ListLeft,91.0,91,91
anti_mdg,385,61,Sorted ListRight,367.0,367,367
anti_mdg,385,61,DFS,121.0,121,121
anti_mdg,391,62,Maximum Degree Greedy,62.0,62,62
anti_mdg,391,62,Greedy Independent Cover,62.0,62,62
anti_mdg,391,62,Sorted ListLeft,92.0,92,92
anti_mdg,391,62,Sorted ListRight,373.0,373,373
anti_mdg,391,62,DFS,123.0,123,123
anti_mdg,399,63,Maximum Degree Greedy,63.0,63,63
anti_mdg,399,63,Greedy Independent Cover,63.0,63,63
anti_mdg,399,63,Sorted ListLeft,94.0,94,94
anti_mdg,399,63,Sorted ListRight,381.0,381,381
anti_mdg,399,63,DFS,125.0,125,125
anti_mdg,408,64,Maximum Degree Greedy,64.0,64,64
anti_mdg,408,64,Greedy Independent Cover,64.0,64,64
anti_mdg,408,64,Sorted ListLeft,95.0,95,95
anti_mdg,408,64,Sorted ListRight,389.0,389,389
anti_mdg,408,64,DFS,127.0,127,127
anti_mdg,414,65,Maximum Degree Greedy,65.0,65,65
anti_mdg,414,65,Greedy Independent Cover,65.0,65,65
anti_mdg,414,65,Sorted ListLeft,97.0,97,97
anti_mdg,414,65,Sorted ListRight,395.0,395,395
anti_mdg,414,65,DFS,129.0,129,129
anti_mdg,424,66,Maximum Degree Greedy,66.0,66,66
anti_mdg,424,66,Greedy Independent Cover,66.0,66,66
anti_mdg,424,66,Sorted ListLeft,98.0,98,98
anti_mdg,424,66,Sorted ListRight,405.0,405,405
anti_mdg,424,66,DFS,131.0,131,131
anti_mdg,428,67,Maximum Degree Greedy,67.0,67,67
