Run Number,Solution Size,Approximation Ratio,Execution Time (s)
1,1508,1.0223728813559323,1.2297837734222412
2,1508,1.0223728813559323,1.2136659622192383
3,1508,1.0223728813559323,1.2201809883117676
4,1508,1.0223728813559323,1.3223919868469238
5,1508,1.0223728813559323,1.2075300216674805
6,1508,1.0223728813559323,1.2149558067321777
7,1508,1.0223728813559323,1.2305161952972412
8,1508,1.0223728813559323,1.2278761863708496
9,1508,1.0223728813559323,1.2150321006774902
10,1508,1.0223728813559323,1.3032252788543701
11,1508,1.0223728813559323,1.2628648281097412
12,1508,1.0223728813559323,1.2067477703094482
13,1508,1.0223728813559323,1.574958086013794
14,1508,1.0223728813559323,1.225672960281372
15,1508,1.0223728813559323,1.2563178539276123
16,1508,1.0223728813559323,1.2434871196746826
17,1508,1.0223728813559323,1.262465000152588
18,1508,1.0223728813559323,1.2482388019561768
19,1508,1.0223728813559323,1.2229549884796143
20,1508,1.0223728813559323,1.22074294090271
21,1508,1.0223728813559323,1.2220120429992676
22,1508,1.0223728813559323,1.2602920532226562
23,1508,1.0223728813559323,1.2146728038787842
24,1508,1.0223728813559323,1.2177133560180664
25,1508,1.0223728813559323,1.2181921005249023
26,1508,1.0223728813559323,1.3012809753417969
27,1508,1.0223728813559323,1.3994340896606445
28,1508,1.0223728813559323,1.2287847995758057
29,1508,1.0223728813559323,1.2312817573547363
30,1508,1.0223728813559323,1.218231201171875
31,1508,1.0223728813559323,1.2904479503631592
32,1508,1.0223728813559323,1.223334789276123
33,1508,1.0223728813559323,1.2260148525238037
34,1508,1.0223728813559323,1.2230939865112305
35,1508,1.0223728813559323,1.2182328701019287
36,1508,1.0223728813559323,1.2278289794921875
37,1508,1.0223728813559323,1.3025648593902588
38,1508,1.0223728813559323,1.4469640254974365
39,1508,1.0223728813559323,1.2556519508361816
40,1508,1.0223728813559323,1.2994182109832764
41,1508,1.0223728813559323,1.2114830017089844
42,1508,1.0223728813559323,1.2160189151763916
43,1508,1.0223728813559323,1.2960400581359863
44,1508,1.0223728813559323,1.2307040691375732
45,1508,1.0223728813559323,1.289937973022461
46,1508,1.0223728813559323,1.226958990097046
47,1508,1.0223728813559323,1.2827870845794678
48,1508,1.0223728813559323,1.2352409362792969
49,1508,1.0223728813559323,1.2699987888336182
50,1508,1.0223728813559323,1.2119691371917725
51,1508,1.0223728813559323,1.2153968811035156
52,1508,1.0223728813559323,1.2099590301513672
53,1508,1.0223728813559323,1.212038278579712
54,1508,1.0223728813559323,1.3977689743041992
55,1508,1.0223728813559323,1.2295660972595215
56,1508,1.0223728813559323,1.2217061519622803
57,1508,1.0223728813559323,1.234834909439087
58,1508,1.0223728813559323,1.2843091487884521
59,1508,1.0223728813559323,1.2241008281707764
60,1508,1.0223728813559323,1.2413930892944336
61,1508,1.0223728813559323,1.2450120449066162
62,1508,1.0223728813559323,1.2283389568328857
63,1508,1.0223728813559323,1.2228097915649414
64,1508,1.0223728813559323,1.2562801837921143
65,1508,1.0223728813559323,1.2255339622497559
66,1508,1.0223728813559323,1.2153799533843994
67,1508,1.0223728813559323,1.2817718982696533
68,1508,1.0223728813559323,1.2787671089172363
69,1508,1.0223728813559323,1.2238738536834717
70,1508,1.0223728813559323,1.234192132949829
71,1508,1.0223728813559323,1.2304439544677734
72,1508,1.0223728813559323,1.2195508480072021
73,1508,1.0223728813559323,1.2426161766052246
74,1508,1.0223728813559323,1.2484371662139893
75,1508,1.0223728813559323,1.2288658618927002
76,1508,1.0223728813559323,1.2791478633880615
77,1508,1.0223728813559323,1.2240068912506104
78,1508,1.0223728813559323,1.3220889568328857
79,1508,1.0223728813559323,1.2383592128753662
80,1508,1.0223728813559323,1.2390220165252686
81,1508,1.0223728813559323,1.2255628108978271
82,1508,1.0223728813559323,1.2304739952087402
83,1508,1.0223728813559323,1.234015941619873
84,1508,1.0223728813559323,1.2212638854980469
85,1508,1.0223728813559323,1.281041145324707
86,1508,1.0223728813559323,1.2227327823638916
87,1508,1.0223728813559323,1.2174887657165527
88,1508,1.0223728813559323,1.2185399532318115
89,1508,1.0223728813559323,1.258681297302246
90,1508,1.0223728813559323,1.230983018875122
91,1508,1.0223728813559323,1.2331459522247314
92,1508,1.0223728813559323,1.226891040802002
93,1508,1.0223728813559323,1.5419089794158936
94,1508,1.0223728813559323,1.292910099029541
95,1508,1.0223728813559323,1.341531753540039
96,1508,1.0223728813559323,1.2606899738311768
97,1508,1.0223728813559323,1.236725091934204
98,1508,1.0223728813559323,1.2387290000915527
99,1508,1.0223728813559323,1.2497308254241943
100,1508,1.0223728813559323,1.2368707656860352
101,1508,1.0223728813559323,1.2413389682769775
102,1508,1.0223728813559323,1.21470308303833
103,1508,1.0223728813559323,1.3156161308288574
104,1508,1.0223728813559323,1.2212650775909424
105,1508,1.0223728813559323,1.229236125946045
106,1508,1.0223728813559323,1.219545841217041
107,1508,1.0223728813559323,1.2209491729736328
108,1508,1.0223728813559323,1.2396631240844727
109,1508,1.0223728813559323,1.2523362636566162
110,1508,1.0223728813559323,1.2394249439239502
111,1508,1.0223728813559323,1.2406058311462402
112,1508,1.0223728813559323,1.2624340057373047
113,1508,1.0223728813559323,1.2181408405303955
114,1508,1.0223728813559323,1.4819040298461914
115,1508,1.0223728813559323,1.2299449443817139
116,1508,1.0223728813559323,1.2368009090423584
117,1508,1.0223728813559323,1.2402639389038086
118,1508,1.0223728813559323,1.2356531620025635
119,1508,1.0223728813559323,1.2947900295257568
120,1508,1.0223728813559323,1.2339069843292236
121,1508,1.0223728813559323,1.391503095626831
122,1508,1.0223728813559323,1.244901180267334
123,1508,1.0223728813559323,1.2403221130371094
124,1508,1.0223728813559323,1.2549998760223389
125,1508,1.0223728813559323,1.2457330226898193
126,1508,1.0223728813559323,1.231259822845459
127,1508,1.0223728813559323,1.2154467105865479
128,1508,1.0223728813559323,1.21142578125
129,1508,1.0223728813559323,1.2153639793395996
130,1508,1.0223728813559323,1.2815048694610596
131,1508,1.0223728813559323,1.2516758441925049
132,1508,1.0223728813559323,1.226942777633667
133,1508,1.0223728813559323,1.2197749614715576
134,1508,1.0223728813559323,1.2580580711364746
135,1508,1.0223728813559323,1.3668968677520752
136,1508,1.0223728813559323,1.2229959964752197
137,1508,1.0223728813559323,1.2169101238250732
138,1508,1.0223728813559323,1.2234089374542236
139,1508,1.0223728813559323,1.2816858291625977
140,1508,1.0223728813559323,1.2389261722564697
141,1508,1.0223728813559323,1.2285947799682617
142,1508,1.0223728813559323,1.2381460666656494
143,1508,1.0223728813559323,1.2408430576324463
144,1508,1.0223728813559323,1.2502310276031494
145,1508,1.0223728813559323,1.2477459907531738
146,1508,1.0223728813559323,1.2975459098815918
147,1508,1.0223728813559323,1.4591789245605469
148,1508,1.0223728813559323,2.05682110786438
149,1508,1.0223728813559323,1.8540642261505127
150,1508,1.0223728813559323,1.571202039718628
151,1508,1.0223728813559323,1.4756779670715332
152,1508,1.0223728813559323,1.3827059268951416
153,1508,1.0223728813559323,1.2632339000701904
154,1508,1.0223728813559323,1.2501490116119385
155,1508,1.0223728813559323,1.267120122909546
156,1508,1.0223728813559323,1.2329349517822266
157,1508,1.0223728813559323,1.273893117904663
158,1508,1.0223728813559323,1.3116142749786377
159,1508,1.0223728813559323,1.2344319820404053
160,1508,1.0223728813559323,1.2425391674041748
161,1508,1.0223728813559323,1.22316312789917
162,1508,1.0223728813559323,1.220465898513794
163,1508,1.0223728813559323,1.2320890426635742
164,1508,1.0223728813559323,1.2356927394866943
165,1508,1.0223728813559323,1.2558560371398926
166,1508,1.0223728813559323,1.264530897140503
167,1508,1.0223728813559323,1.2162902355194092
168,1508,1.0223728813559323,1.2348132133483887
169,1508,1.0223728813559323,1.2423090934753418
170,1508,1.0223728813559323,1.2431511878967285
171,1508,1.0223728813559323,1.249281883239746
172,1508,1.0223728813559323,1.2468280792236328
173,1508,1.0223728813559323,1.238084316253662
174,1508,1.0223728813559323,1.2190980911254883
175,1508,1.0223728813559323,1.2856581211090088
176,1508,1.0223728813559323,1.2454726696014404
177,1508,1.0223728813559323,1.22813081741333
178,1508,1.0223728813559323,1.3025810718536377
179,1508,1.0223728813559323,1.230384349822998
180,1508,1.0223728813559323,1.2397541999816895
181,1508,1.0223728813559323,1.2463839054107666
182,1508,1.0223728813559323,1.2355480194091797
183,1508,1.0223728813559323,1.2216601371765137
184,1508,1.0223728813559323,1.2608959674835205
185,1508,1.0223728813559323,1.2403709888458252
186,1508,1.0223728813559323,1.2212860584259033
187,1508,1.0223728813559323,1.216352939605713
188,1508,1.0223728813559323,1.227386236190796
189,1508,1.0223728813559323,1.2424042224884033
190,1508,1.0223728813559323,1.25838303565979
191,1508,1.0223728813559323,1.2417490482330322
192,1508,1.0223728813559323,1.2310032844543457
193,1508,1.0223728813559323,1.2816839218139648
194,1508,1.0223728813559323,1.2407920360565186
195,1508,1.0223728813559323,1.2484779357910156
196,1508,1.0223728813559323,1.233618974685669
197,1508,1.0223728813559323,1.2230949401855469
198,1508,1.0223728813559323,1.246567964553833
199,1508,1.0223728813559323,1.2244389057159424
200,1508,1.0223728813559323,1.2433669567108154
201,1508,1.0223728813559323,1.2141146659851074
202,1508,1.0223728813559323,1.2910621166229248
203,1508,1.0223728813559323,1.2114977836608887
204,1508,1.0223728813559323,1.2223050594329834
205,1508,1.0223728813559323,1.2414638996124268
206,1508,1.0223728813559323,1.2152478694915771
207,1508,1.0223728813559323,1.2400009632110596
208,1508,1.0223728813559323,1.233638048171997
209,1508,1.0223728813559323,1.2888209819793701
210,1508,1.0223728813559323,1.2142338752746582
211,1508,1.0223728813559323,1.2987210750579834
212,1508,1.0223728813559323,1.2340917587280273
213,1508,1.0223728813559323,1.2399539947509766
214,1508,1.0223728813559323,1.2333319187164307
215,1508,1.0223728813559323,1.22965407371521
216,1508,1.0223728813559323,1.2247159481048584
217,1508,1.0223728813559323,1.236832857131958
218,1508,1.0223728813559323,1.2400109767913818
219,1508,1.0223728813559323,1.2422659397125244
220,1508,1.0223728813559323,1.2684118747711182
221,1508,1.0223728813559323,1.2311530113220215
222,1508,1.0223728813559323,1.2322380542755127
223,1508,1.0223728813559323,1.246471881866455
224,1508,1.0223728813559323,1.232835054397583
225,1508,1.0223728813559323,1.2255091667175293
226,1508,1.0223728813559323,1.221250057220459
227,1508,1.0223728813559323,1.2332468032836914
228,1508,1.0223728813559323,1.2260410785675049
229,1508,1.0223728813559323,1.2654969692230225
230,1508,1.0223728813559323,1.2535719871520996
231,1508,1.0223728813559323,1.2485020160675049
232,1508,1.0223728813559323,1.2398018836975098
233,1508,1.0223728813559323,1.2189898490905762
234,1508,1.0223728813559323,1.2323238849639893
235,1508,1.0223728813559323,1.2347888946533203
236,1508,1.0223728813559323,1.2508621215820312
237,1508,1.0223728813559323,1.2396471500396729
238,1508,1.0223728813559323,1.2707750797271729
239,1508,1.0223728813559323,1.2216570377349854
240,1508,1.0223728813559323,1.2413661479949951
241,1508,1.0223728813559323,1.2192976474761963
242,1508,1.0223728813559323,1.2269260883331299
243,1508,1.0223728813559323,1.2166600227355957
244,1508,1.0223728813559323,1.2238037586212158
245,1508,1.0223728813559323,1.2406930923461914
246,1508,1.0223728813559323,1.2144498825073242
247,1508,1.0223728813559323,1.2744648456573486
248,1508,1.0223728813559323,1.2454040050506592
249,1508,1.0223728813559323,1.2343952655792236
250,1508,1.0223728813559323,1.2214348316192627
251,1508,1.0223728813559323,1.2307100296020508
252,1508,1.0223728813559323,1.2314560413360596
253,1508,1.0223728813559323,1.2328288555145264
254,1508,1.0223728813559323,1.222188949584961
255,1508,1.0223728813559323,1.2183270454406738
256,1508,1.0223728813559323,1.2615580558776855
257,1508,1.0223728813559323,1.2398900985717773
258,1508,1.0223728813559323,1.2218198776245117
259,1508,1.0223728813559323,1.244931936264038
260,1508,1.0223728813559323,1.245285987854004
261,1508,1.0223728813559323,1.2424190044403076
262,1508,1.0223728813559323,1.2184677124023438
263,1508,1.0223728813559323,1.2183189392089844
264,1508,1.0223728813559323,1.2586390972137451
265,1508,1.0223728813559323,1.2857069969177246
266,1508,1.0223728813559323,1.2468547821044922
267,1508,1.0223728813559323,1.2256667613983154
268,1508,1.0223728813559323,1.2367470264434814
269,1508,1.0223728813559323,1.220017910003662
270,1508,1.0223728813559323,1.2226791381835938
271,1508,1.0223728813559323,1.2324419021606445
272,1508,1.0223728813559323,1.2413580417633057
273,1508,1.0223728813559323,1.2312548160552979
274,1508,1.0223728813559323,1.282977819442749
275,1508,1.0223728813559323,1.2244439125061035
276,1508,1.0223728813559323,1.224992036819458
277,1508,1.0223728813559323,1.2542977333068848
278,1508,1.0223728813559323,1.2464029788970947
279,1508,1.0223728813559323,1.2512831687927246
280,1508,1.0223728813559323,1.2201752662658691
281,1508,1.0223728813559323,1.2364001274108887
282,1508,1.0223728813559323,1.232832670211792
283,1508,1.0223728813559323,1.3009350299835205
284,1508,1.0223728813559323,1.222693920135498
